x,k=0.01,k=0.1,k=0.15,k=0.3
1.141000,11.181800,6.668906,5.353448,3.160126
1.141500,11.186700,6.670471,5.354333,3.160286
1.142000,11.191600,6.672036,5.355216,3.160445
1.142500,11.196500,6.673599,5.356100,3.160605
1.143000,11.201400,6.675162,5.356982,3.160763
1.143500,11.206300,6.676724,5.357864,3.160922
1.144000,11.211200,6.678285,5.358746,3.161081
1.144500,11.216100,6.679846,5.359626,3.161239
1.145000,11.221000,6.681406,5.360506,3.161397
1.145500,11.225900,6.682965,5.361385,3.161555
1.146000,11.230800,6.684523,5.362264,3.161712
1.146500,11.235700,6.686080,5.363142,3.161870
1.147000,11.240600,6.687637,5.364019,3.162027
1.147500,11.245500,6.689192,5.364896,3.162184
1.148000,11.250400,6.690747,5.365772,3.162340
1.148500,11.255300,6.692302,5.366647,3.162497
1.149000,11.260200,6.693855,5.367522,3.162653
1.149500,11.265100,6.695408,5.368396,3.162809
1.150000,11.270000,6.696960,5.369269,3.162964
1.150500,11.274900,6.698511,5.370142,3.163120
1.151000,11.279800,6.700061,5.371014,3.163275
1.151500,11.284700,6.701611,5.371886,3.163430
1.152000,11.289600,6.703160,5.372756,3.163585
1.152500,11.294500,6.704708,5.373626,3.163739
1.153000,11.299400,6.706255,5.374496,3.163893
1.153500,11.304300,6.707801,5.375365,3.164047
1.154000,11.309200,6.709347,5.376233,3.164201
1.154500,11.314100,6.710892,5.377100,3.164355
1.155000,11.319000,6.712436,5.377967,3.164508
1.155500,11.323900,6.713980,5.378833,3.164661
1.156000,11.328800,6.715522,5.379699,3.164814
1.156500,11.333700,6.717064,5.380564,3.164967
1.157000,11.338600,6.718605,5.381428,3.165119
1.157500,11.343500,6.720145,5.382292,3.165272
1.158000,11.348400,6.721685,5.383155,3.165423
1.158500,11.353300,6.723224,5.384017,3.165575
1.159000,11.358200,6.724762,5.384879,3.165727
1.159500,11.363100,6.726299,5.385740,3.165878
1.160000,11.368000,6.727835,5.386600,3.166029
1.160500,11.372900,6.729371,5.387460,3.166180
1.161000,11.377800,6.730906,5.388319,3.166331
1.161500,11.382700,6.732440,5.389177,3.166481
1.162000,11.387600,6.733974,5.390035,3.166631
1.162500,11.392500,6.735506,5.390892,3.166781
1.163000,11.397400,6.737038,5.391749,3.166931
1.163500,11.402300,6.738569,5.392605,3.167080
1.164000,11.407200,6.740100,5.393460,3.167230
1.164500,11.412100,6.741629,5.394314,3.167379
1.165000,11.417000,6.743158,5.395168,3.167527
1.165500,11.421900,6.744686,5.396022,3.167676
1.166000,11.426800,6.746213,5.396874,3.167824
1.166500,11.431700,6.747740,5.397726,3.167973
1.167000,11.436600,6.749265,5.398578,3.168120
1.167500,11.441500,6.750790,5.399429,3.168268
1.168000,11.446400,6.752315,5.400279,3.168416
1.168500,11.451300,6.753838,5.401128,3.168563
1.169000,11.456200,6.755361,5.401977,3.168710
1.169500,11.461100,6.756883,5.402825,3.168857
1.170000,11.466000,6.758404,5.403673,3.169003
1.170500,11.470900,6.759924,5.404520,3.169150
1.171000,11.475800,6.761444,5.405366,3.169296
1.171500,11.480700,6.762963,5.406212,3.169442
1.172000,11.485600,6.764481,5.407057,3.169588
1.172500,11.490500,6.765998,5.407901,3.169733
1.173000,11.495400,6.767515,5.408745,3.169878
1.173500,11.500300,6.769031,5.409588,3.170024
1.174000,11.505200,6.770546,5.410430,3.170168
1.174500,11.510100,6.772060,5.411272,3.170313
1.175000,11.515000,6.773574,5.412113,3.170457
1.175500,11.519900,6.775087,5.412954,3.170602
1.176000,11.524800,6.776599,5.413794,3.170746
1.176500,11.529700,6.778110,5.414633,3.170889
1.177000,11.534600,6.779621,5.415472,3.171033
1.177500,11.539500,6.781131,5.416310,3.171176
1.178000,11.544400,6.782640,5.417148,3.171319
1.178500,11.549300,6.784148,5.417984,3.171462
1.179000,11.554200,6.785656,5.418821,3.171605
1.179500,11.559100,6.787162,5.419656,3.171748
1.180000,11.564000,6.788668,5.420491,3.171890
1.180500,11.568900,6.790174,5.421325,3.172032
1.181000,11.573800,6.791678,5.422159,3.172174
1.181500,11.578700,6.793182,5.422992,3.172315
1.182000,11.583600,6.794685,5.423825,3.172457
1.182500,11.588500,6.796187,5.424656,3.172598
1.183000,11.593400,6.797689,5.425488,3.172739
1.183500,11.598300,6.799190,5.426318,3.172880
1.184000,11.603200,6.800690,5.427148,3.173020
1.184500,11.608100,6.802189,5.427978,3.173161
1.185000,11.613000,6.803687,5.428806,3.173301
1.185500,11.617900,6.805185,5.429634,3.173441
1.186000,11.622800,6.806682,5.430462,3.173581
1.186500,11.627700,6.808179,5.431289,3.173720
1.187000,11.632600,6.809674,5.432115,3.173859
1.187500,11.637500,6.811169,5.432940,3.173998
1.188000,11.642400,6.812663,5.433765,3.174137
1.188500,11.647300,6.814156,5.434590,3.174276
1.189000,11.652200,6.815649,5.435414,3.174415
1.189500,11.657100,6.817141,5.436237,3.174553
1.190000,11.662000,6.818632,5.437059,3.174691
1.190500,11.666900,6.820122,5.437881,3.174829
1.191000,11.671800,6.821611,5.438702,3.174966
1.191500,11.676700,6.823100,5.439523,3.175104
1.192000,11.681600,6.824588,5.440343,3.175241
1.192500,11.686500,6.826076,5.441163,3.175378
1.193000,11.691400,6.827562,5.441981,3.175515
1.193500,11.696300,6.829048,5.442800,3.175652
1.194000,11.701200,6.830533,5.443617,3.175788
1.194500,11.706100,6.832018,5.444434,3.175924
1.195000,11.711000,6.833501,5.445251,3.176060
1.195500,11.715900,6.834984,5.446066,3.176196
1.196000,11.720800,6.836466,5.446881,3.176332
1.196500,11.725700,6.837948,5.447696,3.176467
1.197000,11.730600,6.839428,5.448510,3.176602
1.197500,11.735500,6.840908,5.449323,3.176737
1.198000,11.740400,6.842387,5.450136,3.176872
1.198500,11.745300,6.843866,5.450948,3.177007
1.199000,11.750200,6.845344,5.451759,3.177141
1.199500,11.755100,6.846821,5.452570,3.177275
1.200000,11.760000,6.848297,5.453381,3.177409
1.200500,11.764900,6.849772,5.454190,3.177543
1.201000,11.769800,6.851247,5.454999,3.177677
1.201500,11.774700,6.852721,5.455808,3.177810
1.202000,11.779600,6.854194,5.456616,3.177943
1.202500,11.784500,6.855667,5.457423,3.178076
1.203000,11.789400,6.857139,5.458229,3.178209
1.203500,11.794300,6.858610,5.459035,3.178341
1.204000,11.799200,6.860080,5.459841,3.178474
1.204500,11.804100,6.861550,5.460646,3.178606
1.205000,11.809000,6.863018,5.461450,3.178738
1.205500,11.813900,6.864487,5.462254,3.178870
1.206000,11.818800,6.865954,5.463057,3.179001
1.206500,11.823700,6.867421,5.463859,3.179133
1.207000,11.828600,6.868886,5.464661,3.179264
1.207500,11.833500,6.870352,5.465462,3.179395
1.208000,11.838400,6.871816,5.466263,3.179526
1.208500,11.843300,6.873280,5.467063,3.179656
1.209000,11.848200,6.874743,5.467862,3.179787
1.209500,11.853100,6.876205,5.468661,3.179917
1.210000,11.858000,6.877667,5.469459,3.180047
1.210500,11.862900,6.879127,5.470257,3.180177
1.211000,11.867800,6.880588,5.471054,3.180307
1.211500,11.872700,6.882047,5.471850,3.180436
1.212000,11.877600,6.883505,5.472646,3.180565
1.212500,11.882500,6.884963,5.473441,3.180694
1.213000,11.887400,6.886421,5.474236,3.180823
1.213500,11.892300,6.887877,5.475030,3.180952
1.214000,11.897200,6.889333,5.475823,3.181080
1.214500,11.902100,6.890788,5.476616,3.181209
1.215000,11.907000,6.892242,5.477408,3.181337
1.215500,11.911900,6.893695,5.478200,3.181465
1.216000,11.916800,6.895148,5.478991,3.181592
1.216500,11.921700,6.896600,5.479781,3.181720
1.217000,11.926600,6.898052,5.480571,3.181847
1.217500,11.931500,6.899502,5.481361,3.181974
1.218000,11.936400,6.900952,5.482149,3.182101
1.218500,11.941300,6.902401,5.482937,3.182228
1.219000,11.946200,6.903850,5.483725,3.182355
1.219500,11.951100,6.905297,5.484512,3.182481
1.220000,11.956000,6.906744,5.485298,3.182607
1.220500,11.960900,6.908191,5.486084,3.182733
1.221000,11.965800,6.909636,5.486869,3.182859
1.221500,11.970700,6.911081,5.487653,3.182985
1.222000,11.975600,6.912525,5.488437,3.183110
1.222500,11.980500,6.913968,5.489221,3.183235
1.223000,11.985400,6.915411,5.490004,3.183360
1.223500,11.990300,6.916853,5.490786,3.183485
1.224000,11.995200,6.918294,5.491567,3.183610
1.224500,12.000100,6.919735,5.492348,3.183734
1.225000,12.005000,6.921175,5.493129,3.183859
1.225500,12.009900,6.922614,5.493909,3.183983
1.226000,12.014800,6.924052,5.494688,3.184107
1.226500,12.019700,6.925490,5.495467,3.184230
1.227000,12.024600,6.926926,5.496245,3.184354
1.227500,12.029500,6.928363,5.497022,3.184477
1.228000,12.034400,6.929798,5.497799,3.184601
1.228500,12.039300,6.931233,5.498576,3.184724
1.229000,12.044200,6.932667,5.499351,3.184846
1.229500,12.049100,6.934100,5.500127,3.184969
1.230000,12.054000,6.935533,5.500901,3.185091
1.230500,12.058900,6.936965,5.501675,3.185214
1.231000,12.063800,6.938396,5.502449,3.185336
1.231500,12.068700,6.939826,5.503222,3.185458
1.232000,12.073600,6.941256,5.503994,3.185579
1.232500,12.078500,6.942685,5.504766,3.185701
1.233000,12.083400,6.944113,5.505537,3.185822
1.233500,12.088300,6.945541,5.506307,3.185944
1.234000,12.093200,6.946968,5.507077,3.186065
1.234500,12.098100,6.948394,5.507847,3.186185
1.235000,12.103000,6.949819,5.508616,3.186306
1.235500,12.107900,6.951244,5.509384,3.186426
1.236000,12.112800,6.952668,5.510151,3.186547
1.236500,12.117700,6.954091,5.510919,3.186667
1.237000,12.122600,6.955514,5.511685,3.186787
1.237500,12.127500,6.956936,5.512451,3.186906
1.238000,12.132400,6.958357,5.513216,3.187026
1.238500,12.137300,6.959778,5.513981,3.187145
1.239000,12.142200,6.961197,5.514745,3.187265
1.239500,12.147100,6.962616,5.515509,3.187384
1.240000,12.152000,6.964035,5.516272,3.187502
1.240500,12.156900,6.965452,5.517035,3.187621
1.241000,12.161800,6.966869,5.517797,3.187740
1.241500,12.166700,6.968285,5.518558,3.187858
1.242000,12.171600,6.969701,5.519319,3.187976
1.242500,12.176500,6.971116,5.520079,3.188094
1.243000,12.181400,6.972530,5.520839,3.188212
1.243500,12.186300,6.973943,5.521598,3.188329
1.244000,12.191200,6.975356,5.522356,3.188447
1.244500,12.196100,6.976768,5.523114,3.188564
1.245000,12.201000,6.978179,5.523872,3.188681
1.245500,12.205900,6.979590,5.524628,3.188798
1.246000,12.210800,6.981000,5.525385,3.188915
1.246500,12.215700,6.982409,5.526140,3.189031
1.247000,12.220600,6.983817,5.526895,3.189147
1.247500,12.225500,6.985225,5.527650,3.189264
1.248000,12.230400,6.986632,5.528404,3.189380
1.248500,12.235300,6.988038,5.529157,3.189496
1.249000,12.240200,6.989444,5.529910,3.189611
1.249500,12.245100,6.990849,5.530662,3.189727
1.250000,12.250000,6.992253,5.531414,3.189842
1.250500,12.254900,6.993657,5.532165,3.189957
1.251000,12.259800,6.995059,5.532916,3.190072
1.251500,12.264700,6.996461,5.533666,3.190187
1.252000,12.269600,6.997863,5.534415,3.190302
1.252500,12.274500,6.999264,5.535164,3.190416
1.253000,12.279400,7.000664,5.535913,3.190530
1.253500,12.284300,7.002063,5.536661,3.190644
1.254000,12.289200,7.003462,5.537408,3.190758
1.254500,12.294100,7.004859,5.538154,3.190872
1.255000,12.299000,7.006257,5.538901,3.190986
1.255500,12.303900,7.007653,5.539646,3.191099
1.256000,12.308800,7.009049,5.540391,3.191213
1.256500,12.313700,7.010444,5.541135,3.191326
1.257000,12.318600,7.011839,5.541879,3.191439
1.257500,12.323500,7.013232,5.542623,3.191551
1.258000,12.328400,7.014625,5.543365,3.191664
1.258500,12.333300,7.016018,5.544108,3.191776
1.259000,12.338200,7.017409,5.544849,3.191889
1.259500,12.343100,7.018800,5.545590,3.192001
1.260000,12.348000,7.020191,5.546331,3.192113
1.260500,12.352900,7.021580,5.547071,3.192224
1.261000,12.357800,7.022969,5.547810,3.192336
1.261500,12.362700,7.024357,5.548549,3.192447
1.262000,12.367600,7.025745,5.549287,3.192559
1.262500,12.372500,7.027131,5.550025,3.192670
1.263000,12.377400,7.028517,5.550762,3.192781
1.263500,12.382300,7.029903,5.551499,3.192891
1.264000,12.387200,7.031288,5.552235,3.193002
1.264500,12.392100,7.032672,5.552971,3.193112
1.265000,12.397000,7.034055,5.553706,3.193223
1.265500,12.401900,7.035438,5.554440,3.193333
1.266000,12.406800,7.036819,5.555174,3.193443
1.266500,12.411700,7.038201,5.555907,3.193552
1.267000,12.416600,7.039581,5.556640,3.193662
1.267500,12.421500,7.040961,5.557372,3.193771
1.268000,12.426400,7.042340,5.558104,3.193881
1.268500,12.431300,7.043719,5.558835,3.193990
1.269000,12.436200,7.045097,5.559566,3.194099
1.269500,12.441100,7.046474,5.560296,3.194207
1.270000,12.446000,7.047850,5.561025,3.194316
1.270500,12.450900,7.049226,5.561754,3.194424
1.271000,12.455800,7.050601,5.562483,3.194533
1.271500,12.460700,7.051975,5.563211,3.194641
1.272000,12.465600,7.053349,5.563938,3.194749
1.272500,12.470500,7.054722,5.564665,3.194857
1.273000,12.475400,7.056094,5.565391,3.194964
1.273500,12.480300,7.057466,5.566117,3.195072
1.274000,12.485200,7.058837,5.566842,3.195179
1.274500,12.490100,7.060207,5.567566,3.195286
1.275000,12.495000,7.061577,5.568290,3.195393
1.275500,12.499900,7.062945,5.569014,3.195500
1.276000,12.504800,7.064314,5.569737,3.195607
1.276500,12.509700,7.065681,5.570459,3.195713
1.277000,12.514600,7.067048,5.571181,3.195819
1.277500,12.519500,7.068414,5.571903,3.195926
1.278000,12.524400,7.069779,5.572623,3.196032
1.278500,12.529300,7.071144,5.573344,3.196138
1.279000,12.534200,7.072508,5.574063,3.196243
1.279500,12.539100,7.073872,5.574783,3.196349
1.280000,12.544000,7.075234,5.575501,3.196454
1.280500,12.548900,7.076596,5.576219,3.196559
1.281000,12.553800,7.077958,5.576937,3.196665
1.281500,12.558700,7.079319,5.577654,3.196769
1.282000,12.563600,7.080679,5.578370,3.196874
1.282500,12.568500,7.082038,5.579086,3.196979
1.283000,12.573400,7.083397,5.579802,3.197083
1.283500,12.578300,7.084754,5.580517,3.197188
1.284000,12.583200,7.086112,5.581231,3.197292
1.284500,12.588100,7.087468,5.581945,3.197396
1.285000,12.593000,7.088824,5.582658,3.197500
1.285500,12.597900,7.090180,5.583371,3.197603
1.286000,12.602800,7.091534,5.584083,3.197707
1.286500,12.607700,7.092888,5.584795,3.197810
1.287000,12.612600,7.094241,5.585506,3.197913
1.287500,12.617500,7.095594,5.586216,3.198016
1.288000,12.622400,7.096946,5.586926,3.198119
1.288500,12.627300,7.098297,5.587636,3.198222
1.289000,12.632200,7.099647,5.588345,3.198325
1.289500,12.637100,7.100997,5.589053,3.198427
1.290000,12.642000,7.102346,5.589761,3.198529
1.290500,12.646900,7.103695,5.590469,3.198631
1.291000,12.651800,7.105043,5.591176,3.198733
1.291500,12.656700,7.106390,5.591882,3.198835
1.292000,12.661600,7.107736,5.592588,3.198937
1.292500,12.666500,7.109082,5.593293,3.199038
1.293000,12.671400,7.110427,5.593998,3.199140
1.293500,12.676300,7.111772,5.594702,3.199241
1.294000,12.681200,7.113115,5.595406,3.199342
1.294500,12.686100,7.114458,5.596109,3.199443
1.295000,12.691000,7.115801,5.596812,3.199544
1.295500,12.695900,7.117143,5.597514,3.199644
1.296000,12.700800,7.118484,5.598215,3.199745
1.296500,12.705700,7.119824,5.598917,3.199845
1.297000,12.710600,7.121164,5.599617,3.199945
1.297500,12.715500,7.122503,5.600317,3.200045
1.298000,12.720400,7.123841,5.601017,3.200145
1.298500,12.725300,7.125179,5.601716,3.200245
1.299000,12.730200,7.126516,5.602414,3.200344
1.299500,12.735100,7.127853,5.603112,3.200444
1.300000,12.740000,7.129188,5.603809,3.200543
1.300500,12.744900,7.130524,5.604506,3.200642
1.301000,12.749800,7.131858,5.605203,3.200741
1.301500,12.754700,7.133192,5.605898,3.200840
1.302000,12.759600,7.134525,5.606594,3.200939
1.302500,12.764500,7.135857,5.607289,3.201037
1.303000,12.769400,7.137189,5.607983,3.201136
1.303500,12.774300,7.138520,5.608677,3.201234
1.304000,12.779200,7.139850,5.609370,3.201332
1.304500,12.784100,7.141180,5.610063,3.201430
1.305000,12.789000,7.142509,5.610755,3.201528
1.305500,12.793900,7.143838,5.611446,3.201625
1.306000,12.798800,7.145165,5.612138,3.201723
1.306500,12.803700,7.146492,5.612828,3.201820
1.307000,12.808600,7.147819,5.613518,3.201917
1.307500,12.813500,7.149145,5.614208,3.202014
1.308000,12.818400,7.150470,5.614897,3.202111
1.308500,12.823300,7.151794,5.615586,3.202208
1.309000,12.828200,7.153118,5.616274,3.202305
1.309500,12.833100,7.154441,5.616961,3.202401
1.310000,12.838000,7.155763,5.617648,3.202497
1.310500,12.842900,7.157085,5.618335,3.202594
1.311000,12.847800,7.158406,5.619021,3.202690
1.311500,12.852700,7.159727,5.619706,3.202785
1.312000,12.857600,7.161047,5.620391,3.202881
1.312500,12.862500,7.162366,5.621076,3.202977
1.313000,12.867400,7.163684,5.621760,3.203072
1.313500,12.872300,7.165002,5.622443,3.203168
1.314000,12.877200,7.166319,5.623126,3.203263
1.314500,12.882100,7.167636,5.623808,3.203358
1.315000,12.887000,7.168952,5.624490,3.203453
1.315500,12.891900,7.170267,5.625172,3.203547
1.316000,12.896800,7.171581,5.625852,3.203642
1.316500,12.901700,7.172895,5.626533,3.203737
1.317000,12.906600,7.174208,5.627213,3.203831
1.317500,12.911500,7.175521,5.627892,3.203925
1.318000,12.916400,7.176833,5.628571,3.204019
1.318500,12.921300,7.178144,5.629249,3.204113
1.319000,12.926200,7.179455,5.629927,3.204207
1.319500,12.931100,7.180765,5.630604,3.204300
1.320000,12.936000,7.182074,5.631281,3.204394
1.320500,12.940900,7.183383,5.631957,3.204487
1.321000,12.945800,7.184691,5.632633,3.204580
1.321500,12.950700,7.185998,5.633308,3.204673
1.322000,12.955600,7.187305,5.633983,3.204766
1.322500,12.960500,7.188611,5.634657,3.204859
1.323000,12.965400,7.189916,5.635331,3.204952
1.323500,12.970300,7.191221,5.636004,3.205044
1.324000,12.975200,7.192525,5.636677,3.205137
1.324500,12.980100,7.193828,5.637349,3.205229
1.325000,12.985000,7.195131,5.638021,3.205321
1.325500,12.989900,7.196433,5.638692,3.205413
1.326000,12.994800,7.197735,5.639363,3.205505
1.326500,12.999700,7.199035,5.640033,3.205596
1.327000,13.004600,7.200336,5.640703,3.205688
1.327500,13.009500,7.201635,5.641372,3.205779
1.328000,13.014400,7.202934,5.642041,3.205871
1.328500,13.019300,7.204232,5.642709,3.205962
1.329000,13.024200,7.205530,5.643377,3.206053
1.329500,13.029100,7.206827,5.644044,3.206144
1.330000,13.034000,7.208123,5.644711,3.206234
1.330500,13.038900,7.209418,5.645377,3.206325
1.331000,13.043800,7.210713,5.646043,3.206415
1.331500,13.048700,7.212008,5.646708,3.206506
1.332000,13.053600,7.213301,5.647373,3.206596
1.332500,13.058500,7.214594,5.648037,3.206686
1.333000,13.063400,7.215887,5.648701,3.206776
1.333500,13.068300,7.217179,5.649364,3.206865
1.334000,13.073200,7.218470,5.650027,3.206955
1.334500,13.078100,7.219760,5.650689,3.207045
1.335000,13.083000,7.221050,5.651351,3.207134
1.335500,13.087900,7.222339,5.652012,3.207223
1.336000,13.092800,7.223628,5.652673,3.207312
1.336500,13.097700,7.224915,5.653333,3.207401
1.337000,13.102600,7.226203,5.653993,3.207490
1.337500,13.107500,7.227489,5.654652,3.207579
1.338000,13.112400,7.228775,5.655311,3.207667
1.338500,13.117300,7.230060,5.655969,3.207756
1.339000,13.122200,7.231345,5.656627,3.207844
1.339500,13.127100,7.232629,5.657284,3.207932
1.340000,13.132000,7.233912,5.657941,3.208020
1.340500,13.136900,7.235195,5.658597,3.208108
1.341000,13.141800,7.236477,5.659253,3.208196
1.341500,13.146700,7.237759,5.659908,3.208284
1.342000,13.151600,7.239039,5.660563,3.208371
1.342500,13.156500,7.240320,5.661217,3.208459
1.343000,13.161400,7.241599,5.661871,3.208546
1.343500,13.166300,7.242878,5.662524,3.208633
1.344000,13.171200,7.244156,5.663177,3.208720
1.344500,13.176100,7.245434,5.663830,3.208807
1.345000,13.181000,7.246711,5.664482,3.208893
1.345500,13.185900,7.247987,5.665133,3.208980
1.346000,13.190800,7.249263,5.665784,3.209067
1.346500,13.195700,7.250538,5.666434,3.209153
1.347000,13.200600,7.251812,5.667084,3.209239
1.347500,13.205500,7.253086,5.667734,3.209325
1.348000,13.210400,7.254359,5.668383,3.209411
1.348500,13.215300,7.255632,5.669031,3.209497
1.349000,13.220200,7.256904,5.669679,3.209583
1.349500,13.225100,7.258175,5.670327,3.209668
1.350000,13.230000,7.259445,5.670974,3.209754
1.350500,13.234900,7.260715,5.671620,3.209839
1.351000,13.239800,7.261985,5.672266,3.209924
1.351500,13.244700,7.263253,5.672912,3.210009
1.352000,13.249600,7.264521,5.673557,3.210094
1.352500,13.254500,7.265789,5.674201,3.210179
1.353000,13.259400,7.267056,5.674845,3.210263
1.353500,13.264300,7.268322,5.675489,3.210348
1.354000,13.269200,7.269587,5.676132,3.210432
1.354500,13.274100,7.270852,5.676775,3.210517
1.355000,13.279000,7.272117,5.677417,3.210601
1.355500,13.283900,7.273380,5.678059,3.210685
1.356000,13.288800,7.274643,5.678700,3.210769
1.356500,13.293700,7.275905,5.679341,3.210853
1.357000,13.298600,7.277167,5.679981,3.210936
1.357500,13.303500,7.278428,5.680621,3.211020
1.358000,13.308400,7.279689,5.681260,3.211103
1.358500,13.313300,7.280949,5.681899,3.211187
1.359000,13.318200,7.282208,5.682537,3.211270
1.359500,13.323100,7.283466,5.683175,3.211353
1.360000,13.328000,7.284724,5.683812,3.211436
1.360500,13.332900,7.285982,5.684449,3.211518
1.361000,13.337800,7.287238,5.685086,3.211601
1.361500,13.342700,7.288494,5.685722,3.211684
1.362000,13.347600,7.289750,5.686357,3.211766
1.362500,13.352500,7.291005,5.686992,3.211848
1.363000,13.357400,7.292259,5.687627,3.211930
1.363500,13.362300,7.293512,5.688261,3.212013
1.364000,13.367200,7.294765,5.688894,3.212094
1.364500,13.372100,7.296018,5.689527,3.212176
1.365000,13.377000,7.297269,5.690160,3.212258
1.365500,13.381900,7.298520,5.690792,3.212339
1.366000,13.386800,7.299771,5.691424,3.212421
1.366500,13.391700,7.301021,5.692055,3.212502
